,algorithm,seed,feature,information_gain
30,featuretools_base,23,MONTH(Date) = 7,1.23110187
31,featuretools_base,23,DAY(Date) = 24,1072178.7083333333
32,featuretools_base,23,year,1024.8996989
33,featuretools_base,23,MONTH(Date) is unknown,1179675.375
0,featuretools_base,44,Open,332280359.6376812
1,featuretools_base,44,Promo,11126020.942806458
2,featuretools_base,44,DayOfWeek_6,8791202.589030303
3,featuretools_base,44,month,4637527.446544142
4,featuretools_base,44,target_lagged_by_1,4938743.480869924
5,featuretools_base,44,MONTH(Date) = 12,12196800.0
6,featuretools_base,44,SchoolHoliday,961306.5867226289
7,featuretools_base,44,DayOfWeek_3,2551894.522357143
8,featuretools_base,44,ts_id,2180040.89113717
9,featuretools_base,44,DayOfWeek_7,38224299.5940003
10,featuretools_base,44,StateHoliday_0,48702495.61244286
11,featuretools_base,44,DayOfWeek_2,2039874.6649999998
12,featuretools_base,44,DayOfWeek_1,3102391.222222222
13,featuretools_base,44,StateHoliday_a,1090869.8781569232
14,featuretools_base,44,DayOfWeek_5,1562316.9562400002
15,featuretools_base,44,WEEKDAY(Date) = 1,1419760.0
16,featuretools_base,44,DAY(Date) = 19,538656.0
17,featuretools_base,44,DAY(Date) = 23,2397337.9375
18,featuretools_base,44,MONTH(Date) = 3,997529.75
19,featuretools_base,44,DayOfWeek_4,600388.3577653953
20,featuretools_base,44,DAY(Date) is unknown,1730293.6658163266
21,featuretools_base,44,year,2763236.0
22,featuretools_base,44,MONTH(Date) = 5,2515.402345
23,featuretools_base,44,WEEKDAY(Date) = 4,1068643.125
24,featuretools_base,44,WEEKDAY(Date) = 3,922168.9375
25,featuretools_base,44,DAY(Date) = 28,807034.5
26,featuretools_base,44,YEAR(Date) = 2014,869826.8333333334
27,featuretools_base,44,MONTH(Date) = 2,1366267.625
28,featuretools_base,44,WEEKDAY(Date) = 6,11920.9951
29,featuretools_base,44,MONTH(Date) is unknown,958654.625
30,featuretools_base,44,WEEKDAY(Date) = 0,2817036.0
31,featuretools_base,44,MONTH(Date) = 8,1592308.289
32,featuretools_base,44,WEEKDAY(Date) = 5,664555.5
33,featuretools_base,44,DAY(Date) = 24,814066.7345
34,featuretools_base,44,MONTH(Date) = 6,447707.5
0,featuretools_base,665,Open,412096808.0740741
1,featuretools_base,665,target_lagged_by_1,6294991.563634841
2,featuretools_base,665,Promo,16930066.4388254
3,featuretools_base,665,DayOfWeek_6,10455499.965909092
4,featuretools_base,665,month,6434554.549534091
5,featuretools_base,665,WEEKDAY(Date) = 5,13769817.333333334
6,featuretools_base,665,DayOfWeek_3,3362829.722222222
7,featuretools_base,665,MONTH(Date) = 12,4296624.333333333
8,featuretools_base,665,ts_id,2842055.551214184
9,featuretools_base,665,DayOfWeek_7,61817102.9047582
10,featuretools_base,665,StateHoliday_0,46300725.86429818
11,featuretools_base,665,DayOfWeek_5,1416287.4375
12,featuretools_base,665,DayOfWeek_2,2029374.25
13,featuretools_base,665,DayOfWeek_1,4173477.8863636362
14,featuretools_base,665,DAY(Date) = 19,385088.0
15,featuretools_base,665,SchoolHoliday,1415436.9579085712
16,featuretools_base,665,DAY(Date) is unknown,1824268.7826086956
17,featuretools_base,665,WEEKDAY(Date) = 0,5768664.0
18,featuretools_base,665,DayOfWeek_4,1093513.3333333333
19,featuretools_base,665,StateHoliday_a,703554.281921875
20,featuretools_base,665,MONTH(Date) = 3,809070.75
21,featuretools_base,665,YEAR(Date) = 2014,898947.8539999999
22,featuretools_base,665,WEEKDAY(Date) = 1,1501556.5
23,featuretools_base,665,DAY(Date) = 28,830906.0
24,featuretools_base,665,WEEKDAY(Date) = 4,1419636.5
25,featuretools_base,665,WEEKDAY(Date) = 3,1088635.0
26,featuretools_base,665,WEEKDAY(Date) = 2,1487221.9373333333
27,featuretools_base,665,DAY(Date) = 23,3045486.0
28,featuretools_base,665,year,543017.9375
29,featuretools_base,665,MONTH(Date) is unknown,222067.25
30,featuretools_base,665,MONTH(Date) = 2,1344451.75
31,featuretools_base,665,MONTH(Date) = 5,1020284.0
32,featuretools_base,665,DAY(Date) = 24,1394119.75
0,featuretools_base_selection,123,Open,337034792.0967742
1,featuretools_base_selection,123,Promo,11669595.357142856
2,featuretools_base_selection,123,WEEKDAY(Date) = 5,7011250.405405405
3,featuretools_base_selection,123,target_lagged_by_1,5086075.996745187
4,featuretools_base_selection,123,WEEKDAY(Date) = 6,236012484.61220858
5,featuretools_base_selection,123,StateHoliday_0,78575838.3375
6,featuretools_base_selection,123,WEEKDAY(Date) = 2,787667.0
7,featuretools_base_selection,123,DayOfWeek_1,1167873.7045454546
8,featuretools_base_selection,123,DayOfWeek_2,1292726.4038461538
9,featuretools_base_selection,123,WEEKDAY(Date) = 0,2049992.0
10,featuretools_base_selection,123,DayOfWeek_7,156803904.0
11,featuretools_base_selection,123,DayOfWeek_5,1485809.0
12,featuretools_base_selection,123,WEEKDAY(Date) = 4,1204210.7222222222
13,featuretools_base_selection,123,DayOfWeek_6,1298485.1666666667
14,featuretools_base_selection,123,WEEKDAY(Date) = 1,1098988.0
0,featuretools_base_selection,234,Open,374935529.6666667
1,featuretools_base_selection,234,target_lagged_by_1,4527391.833079413
2,featuretools_base_selection,234,Promo,14056679.342857143
3,featuretools_base_selection,234,WEEKDAY(Date) = 5,11569281.413043479
4,featuretools_base_selection,234,WEEKDAY(Date) = 4,1073150.4166666667
5,featuretools_base_selection,234,DayOfWeek_1,1224710.7878787878
6,featuretools_base_selection,234,DayOfWeek_2,901937.5
7,featuretools_base_selection,234,WEEKDAY(Date) = 1,1219468.5
8,featuretools_base_selection,234,DayOfWeek_6,3514523.6666666665
9,featuretools_base_selection,234,DayOfWeek_7,157249600.0
10,featuretools_base_selection,234,StateHoliday_0,12917680.0
11,featuretools_base_selection,234,WEEKDAY(Date) = 0,1036366.0
12,featuretools_base_selection,234,WEEKDAY(Date) = 6,36736604.8
13,featuretools_base_selection,234,WEEKDAY(Date) = 2,1313054.6666666667
14,featuretools_base_selection,234,DayOfWeek_5,823562.0
15,featuretools_base_selection,234,DayOfWeek_3,2260246.0
0,featuretools_base_selection,456,WEEKDAY(Date) = 6,226278310.41993123
1,featuretools_base_selection,456,StateHoliday_0,107241063.63636364
2,featuretools_base_selection,456,Promo,11644791.323433802
3,featuretools_base_selection,456,WEEKDAY(Date) = 5,9118537.653846154
4,featuretools_base_selection,456,target_lagged_by_1,4785927.14102734
5,featuretools_base_selection,456,Open,298106946.82539684
6,featuretools_base_selection,456,DayOfWeek_7,372756286.6666667
7,featuretools_base_selection,456,DayOfWeek_6,12481676.0
8,featuretools_base_selection,456,WEEKDAY(Date) = 2,831631.1666666666
9,featuretools_base_selection,456,DayOfWeek_1,1142646.768292683
10,featuretools_base_selection,456,DayOfWeek_2,1089441.42284375
11,featuretools_base_selection,456,WEEKDAY(Date) = 4,1220339.9852941176
12,featuretools_base_selection,456,WEEKDAY(Date) = 1,1588582.25
13,featuretools_base_selection,456,WEEKDAY(Date) = 0,776642.6666666666
14,featuretools_base_selection,456,DayOfWeek_3,1600090.0
15,featuretools_base_selection,456,DayOfWeek_5,540684.875
16,featuretools_base_selection,456,StateHoliday_a,39.369462297625006
0,featuretools_base_selection,34,Open,305380751.0714286
1,featuretools_base_selection,34,Promo,10046588.185465258
2,featuretools_base_selection,34,WEEKDAY(Date) = 5,7955874.964285715
3,featuretools_base_selection,34,target_lagged_by_1,3795698.920427089
4,featuretools_base_selection,34,WEEKDAY(Date) = 6,82076892.39236104
5,featuretools_base_selection,34,StateHoliday_0,84760480.59365265
6,featuretools_base_selection,34,DayOfWeek_1,1184806.5698529412
7,featuretools_base_selection,34,StateHoliday_a,1202176.5401773246
8,featuretools_base_selection,34,WEEKDAY(Date) = 4,1039399.0769230769
9,featuretools_base_selection,34,WEEKDAY(Date) = 0,2517050.6666666665
10,featuretools_base_selection,34,DayOfWeek_2,1021794.925925926
11,featuretools_base_selection,34,DayOfWeek_7,6971.665006733333
12,featuretools_base_selection,34,WEEKDAY(Date) = 1,1437912.6
13,featuretools_base_selection,34,WEEKDAY(Date) = 2,1445933.875
14,featuretools_base_selection,34,DayOfWeek_6,911733.0
15,featuretools_base_selection,34,DayOfWeek_5,1131192.6666666667
0,featuretools_base_selection,1334,Open,344187933.03424656
1,featuretools_base_selection,1334,Promo,11959365.827531645
2,featuretools_base_selection,1334,WEEKDAY(Date) = 5,7885193.106060606
3,featuretools_base_selection,1334,target_lagged_by_1,4252521.525584542
4,featuretools_base_selection,1334,DayOfWeek_6,8327528.0
5,featuretools_base_selection,1334,DayOfWeek_1,1297332.696969697
6,featuretools_base_selection,1334,WEEKDAY(Date) = 2,705620.0
7,featuretools_base_selection,1334,WEEKDAY(Date) = 4,1110967.689189189
8,featuretools_base_selection,1334,WEEKDAY(Date) = 1,1022492.8
9,featuretools_base_selection,1334,DayOfWeek_2,1029682.734375
10,featuretools_base_selection,1334,WEEKDAY(Date) = 0,1280461.3333333333
11,featuretools_base_selection,1334,WEEKDAY(Date) = 6,7077014.57139575
12,featuretools_base_selection,1334,StateHoliday_0,5848976.0
13,featuretools_base_selection,1334,DayOfWeek_7,820.333374
0,featuretools_base_selection,978,Open,328518899.27868855
1,featuretools_base_selection,978,Promo,11097400.167593095
2,featuretools_base_selection,978,WEEKDAY(Date) = 5,6438845.980263158
3,featuretools_base_selection,978,WEEKDAY(Date) = 6,346254669.79275256
4,featuretools_base_selection,978,StateHoliday_0,117949352.75
5,featuretools_base_selection,978,target_lagged_by_1,5414163.6848036805
6,featuretools_base_selection,978,DayOfWeek_1,1112910.0172413792
7,featuretools_base_selection,978,WEEKDAY(Date) = 0,1570207.1666666667
8,featuretools_base_selection,978,DayOfWeek_2,1008419.9655172414
9,featuretools_base_selection,978,WEEKDAY(Date) = 1,1177609.6666666667
10,featuretools_base_selection,978,DayOfWeek_3,1057956.75
11,featuretools_base_selection,978,WEEKDAY(Date) = 4,1261396.4137931035
12,featuretools_base_selection,978,WEEKDAY(Date) = 2,959344.0
13,featuretools_base_selection,978,DayOfWeek_5,1298661.2
14,featuretools_base_selection,978,DayOfWeek_6,1340784.0
0,featuretools_base_selection,1919,Open,343838074.3560606
1,featuretools_base_selection,1919,Promo,9390339.245552877
2,featuretools_base_selection,1919,WEEKDAY(Date) = 5,6641964.777027027
3,featuretools_base_selection,1919,target_lagged_by_1,3668451.5994884074
4,featuretools_base_selection,1919,DayOfWeek_6,14311866.666666666
5,featuretools_base_selection,1919,WEEKDAY(Date) = 6,34500258.1057481
6,featuretools_base_selection,1919,StateHoliday_0,30364270.222222224
7,featuretools_base_selection,1919,StateHoliday_a,2202944.0573012186
8,featuretools_base_selection,1919,DayOfWeek_7,14476.523685522225
9,featuretools_base_selection,1919,DayOfWeek_1,721041.5428571429
10,featuretools_base_selection,1919,WEEKDAY(Date) = 2,1216550.0
11,featuretools_base_selection,1919,WEEKDAY(Date) = 0,1052192.09375
12,featuretools_base_selection,1919,DayOfWeek_2,1078704.4516129033
13,featuretools_base_selection,1919,WEEKDAY(Date) = 4,1017498.4226190476
14,featuretools_base_selection,1919,DayOfWeek_3,1028046.0
15,featuretools_base_selection,1919,WEEKDAY(Date) = 1,1106414.5
16,featuretools_base_selection,1919,DayOfWeek_5,1093730.0
0,featuretools_base_selection,98,Open,348403262.8623188
1,featuretools_base_selection,98,Promo,11163247.08566982
2,featuretools_base_selection,98,WEEKDAY(Date) = 5,7011946.2890625
3,featuretools_base_selection,98,target_lagged_by_1,5592892.912184616
4,featuretools_base_selection,98,DayOfWeek_6,7578371.666666667
5,featuretools_base_selection,98,DayOfWeek_1,1036541.1689189189
6,featuretools_base_selection,98,DayOfWeek_7,267553344.0
7,featuretools_base_selection,98,StateHoliday_0,33696484.316349
8,featuretools_base_selection,98,WEEKDAY(Date) = 4,1166634.5277777778
9,featuretools_base_selection,98,DayOfWeek_2,958663.5531333333
10,featuretools_base_selection,98,WEEKDAY(Date) = 1,798044.5
11,featuretools_base_selection,98,WEEKDAY(Date) = 6,44514059.79329677
12,featuretools_base_selection,98,WEEKDAY(Date) = 2,1252701.0
13,featuretools_base_selection,98,WEEKDAY(Date) = 0,961779.75
14,featuretools_base_selection,98,DayOfWeek_5,1336896.0
0,featuretools_base_selection,2647,Open,347536001.2288136
1,featuretools_base_selection,2647,Promo,10806789.091673259
2,featuretools_base_selection,2647,WEEKDAY(Date) = 5,5854779.282051282
3,featuretools_base_selection,2647,DayOfWeek_6,9180032.0
4,featuretools_base_selection,2647,target_lagged_by_1,6157587.716928178
5,featuretools_base_selection,2647,WEEKDAY(Date) = 6,144515640.76956668
6,featuretools_base_selection,2647,StateHoliday_0,65614615.384615384
7,featuretools_base_selection,2647,DayOfWeek_1,1411868.3064516129
8,featuretools_base_selection,2647,DayOfWeek_2,1342170.0454545454
9,featuretools_base_selection,2647,WEEKDAY(Date) = 0,1342937.732142857
10,featuretools_base_selection,2647,WEEKDAY(Date) = 1,1238399.6
11,featuretools_base_selection,2647,WEEKDAY(Date) = 4,1409849.6724137932
12,featuretools_base_selection,2647,WEEKDAY(Date) = 2,1772304.0
13,featuretools_base_selection,2647,DayOfWeek_5,2947296.0
14,featuretools_base_selection,2647,DayOfWeek_3,2133238.0
15,featuretools_base_selection,2647,StateHoliday_a,4.09095764
0,featuretools_base_selection,12,WEEKDAY(Date) = 6,296469564.0623583
1,featuretools_base_selection,12,StateHoliday_0,95265750.8
2,featuretools_base_selection,12,Promo,11253574.363823108
3,featuretools_base_selection,12,WEEKDAY(Date) = 5,7230760.7727272725
4,featuretools_base_selection,12,Open,312770893.546875
5,featuretools_base_selection,12,target_lagged_by_1,5151661.292751978
6,featuretools_base_selection,12,DayOfWeek_1,737967.8974358974
7,featuretools_base_selection,12,WEEKDAY(Date) = 0,1288826.6666666667
8,featuretools_base_selection,12,DayOfWeek_2,1118567.14
9,featuretools_base_selection,12,WEEKDAY(Date) = 1,1025325.5714285715
10,featuretools_base_selection,12,WEEKDAY(Date) = 4,1175913.294117647
11,featuretools_base_selection,12,WEEKDAY(Date) = 2,1981316.5
12,featuretools_base_selection,12,DayOfWeek_6,2612595.5
13,featuretools_base_selection,12,DayOfWeek_7,21176608.9267845
14,featuretools_base_selection,12,DayOfWeek_5,591114.875
0,featuretools_base_selection,9,Open,335313629.6617647
1,featuretools_base_selection,9,Promo,14478780.668739
2,featuretools_base_selection,9,WEEKDAY(Date) = 5,8003087.767241379
3,featuretools_base_selection,9,target_lagged_by_1,4183354.246895144
4,featuretools_base_selection,9,WEEKDAY(Date) = 6,120725519.96916923
5,featuretools_base_selection,9,StateHoliday_0,87607525.2
6,featuretools_base_selection,9,DayOfWeek_6,9666984.05
7,featuretools_base_selection,9,DayOfWeek_1,1181413.8541666667
8,featuretools_base_selection,9,DayOfWeek_2,1174023.2812580643
9,featuretools_base_selection,9,WEEKDAY(Date) = 4,1208114.878787879
10,featuretools_base_selection,9,WEEKDAY(Date) = 0,2603088.0
11,featuretools_base_selection,9,WEEKDAY(Date) = 1,1242520.0
12,featuretools_base_selection,9,WEEKDAY(Date) = 2,1378229.875
13,featuretools_base_selection,9,DayOfWeek_5,914390.0
14,featuretools_base_selection,9,DayOfWeek_7,696.166748
0,featuretools_base_selection,455,WEEKDAY(Date) = 6,73338250.99262494
1,featuretools_base_selection,455,StateHoliday_0,116515011.33333333
2,featuretools_base_selection,455,Promo,12248140.46817531
3,featuretools_base_selection,455,WEEKDAY(Date) = 5,9728389.580357144
4,featuretools_base_selection,455,target_lagged_by_1,4289449.961696841
5,featuretools_base_selection,455,Open,327449420.75384617
6,featuretools_base_selection,455,DayOfWeek_6,5350982.0
7,featuretools_base_selection,455,WEEKDAY(Date) = 0,1721952.0902777778
8,featuretools_base_selection,455,WEEKDAY(Date) = 2,1521142.0
9,featuretools_base_selection,455,WEEKDAY(Date) = 4,937356.1428571428
10,featuretools_base_selection,455,DayOfWeek_1,1108280.375
11,featuretools_base_selection,455,DayOfWeek_2,1002465.9772727273
12,featuretools_base_selection,455,StateHoliday_a,362375.122453369
13,featuretools_base_selection,455,DayOfWeek_3,1183754.0
14,featuretools_base_selection,455,WEEKDAY(Date) = 1,1610362.5
15,featuretools_base_selection,455,DayOfWeek_5,665595.5
0,featuretools_base_selection,23,Open,334495503.05833334
1,featuretools_base_selection,23,Promo,10975668.128205128
2,featuretools_base_selection,23,DayOfWeek_6,7669962.666666667
3,featuretools_base_selection,23,target_lagged_by_1,5899868.894368633
4,featuretools_base_selection,23,WEEKDAY(Date) = 5,5829300.628571428
5,featuretools_base_selection,23,WEEKDAY(Date) = 6,343271051.8333333
6,featuretools_base_selection,23,StateHoliday_0,72120660.61538461
7,featuretools_base_selection,23,DayOfWeek_1,1299551.307888889
8,featuretools_base_selection,23,DayOfWeek_2,1218173.6964285714
9,featuretools_base_selection,23,WEEKDAY(Date) = 0,1182014.1785714286
10,featuretools_base_selection,23,WEEKDAY(Date) = 1,619400.0
11,featuretools_base_selection,23,WEEKDAY(Date) = 2,1527761.625
12,featuretools_base_selection,23,WEEKDAY(Date) = 4,1223254.851851852
13,featuretools_base_selection,23,DayOfWeek_5,1841940.0
14,featuretools_base_selection,23,DayOfWeek_7,5121960.0
0,featuretools_base_selection,44,Open,369577666.125
1,featuretools_base_selection,44,Promo,10957345.304099396
2,featuretools_base_selection,44,WEEKDAY(Date) = 5,8552450.225
3,featuretools_base_selection,44,target_lagged_by_1,3788177.7374756522
4,featuretools_base_selection,44,WEEKDAY(Date) = 6,27764938.86577058
5,featuretools_base_selection,44,StateHoliday_a,1873585.455448349
6,featuretools_base_selection,44,DayOfWeek_1,1219906.2994193549
7,featuretools_base_selection,44,DayOfWeek_7,9841.36908805
8,featuretools_base_selection,44,WEEKDAY(Date) = 0,1846128.0
9,featuretools_base_selection,44,DayOfWeek_2,1251120.5806451612
10,featuretools_base_selection,44,StateHoliday_0,22084504.0
11,featuretools_base_selection,44,WEEKDAY(Date) = 4,984429.7668918918
12,featuretools_base_selection,44,WEEKDAY(Date) = 1,615976.0
13,featuretools_base_selection,44,DayOfWeek_5,1082090.6666666667
14,featuretools_base_selection,44,WEEKDAY(Date) = 2,1363109.875
15,featuretools_base_selection,44,DayOfWeek_6,783130.0
0,featuretools_base_selection,665,Open,376737364.859375
1,featuretools_base_selection,665,Promo,12381727.054307375
2,featuretools_base_selection,665,WEEKDAY(Date) = 5,7899585.113636363
3,featuretools_base_selection,665,target_lagged_by_1,4802281.953653664
4,featuretools_base_selection,665,WEEKDAY(Date) = 0,585613.3333333334
5,featuretools_base_selection,665,DayOfWeek_1,837526.7894736842
6,featuretools_base_selection,665,WEEKDAY(Date) = 6,47681644.06798648
7,featuretools_base_selection,665,StateHoliday_0,27797906.85714286
8,featuretools_base_selection,665,DayOfWeek_2,1102906.8699677421
9,featuretools_base_selection,665,DayOfWeek_7,288439040.0
10,featuretools_base_selection,665,WEEKDAY(Date) = 4,1087736.3059210526
11,featuretools_base_selection,665,WEEKDAY(Date) = 2,1264250.0
12,featuretools_base_selection,665,DayOfWeek_3,1559816.0
13,featuretools_base_selection,665,DayOfWeek_5,613581.6
14,featuretools_base_selection,665,WEEKDAY(Date) = 1,1006649.5
15,featuretools_base_selection,665,StateHoliday_a,0.9124729103
0,manual,123,Open,368898252.58264
1,manual,123,Promo,16413889.688068965
2,manual,123,Sales_target_daily_lag_5,1426529.3794268584
